Cells Transmitted,Success Probability
0,0.0
1,0.0
2,0.0022222222222222222
3,0.0025
4,0.0032455671263720803
5,0.003333333333333333
6,0.003333333333333333
7,0.003333333333333333
8,0.003333333333333333
9,0.0053125
10,0.0053125
11,0.0053125
12,0.0053125
13,0.0053125
14,0.0053125
15,0.0053125
16,0.005000000000000001
17,0.005000000000000001
18,0.005000000000000001
19,0.005000000000000001
20,0.005000000000000001
21,0.005000000000000001
22,0.005000000000000001
23,0.005000000000000001
24,0.005000000000000001
25,0.005833333333333332
26,0.005833333333333332
27,0.005833333333333332
28,0.005833333333333332
29,0.005833333333333332
30,0.005833333333333332
31,0.005833333333333332
32,0.005833333333333332
33,0.005833333333333332
34,0.005833333333333332
35,0.005833333333333332
36,0.007678571428571429
37,0.007678571428571429
38,0.007678571428571429
39,0.007678571428571429
40,0.007678571428571429
41,0.007678571428571429
42,0.007678571428571429
43,0.007678571428571429
44,0.007678571428571429
45,0.007678571428571429
46,0.007678571428571429
47,0.007678571428571429
48,0.007678571428571429
49,0.02953125
50,0.02953125
51,0.02953125
52,0.02953125
53,0.02953125
54,0.02953125
55,0.02953125
56,0.02953125
57,0.02953125
58,0.02953125
59,0.02953125
60,0.02953125
61,0.02953125
62,0.02953125
63,0.02953125
64,0.028472222222222215
65,0.028472222222222215
66,0.028472222222222215
67,0.028472222222222215
68,0.028472222222222215
69,0.028472222222222215
70,0.028472222222222215
71,0.028472222222222215
72,0.028472222222222215
73,0.028472222222222215
74,0.028472222222222215
75,0.028472222222222215
76,0.028472222222222215
77,0.028472222222222215
78,0.028472222222222215
79,0.028472222222222215
80,0.028472222222222215
81,0.027624999999999993
82,0.027624999999999993
83,0.027624999999999993
84,0.027624999999999993
85,0.027624999999999993
86,0.027624999999999993
87,0.027624999999999993
88,0.027624999999999993
89,0.027624999999999993
90,0.027624999999999993
91,0.027624999999999993
92,0.027624999999999993
93,0.027624999999999993
94,0.027624999999999993
95,0.027624999999999993
96,0.027624999999999993
97,0.027624999999999993
98,0.027624999999999993
99,0.027624999999999993
100,0.02693181818181818
101,0.02693181818181818
102,0.02693181818181818
103,0.02693181818181818
104,0.02693181818181818
105,0.02693181818181818
106,0.02693181818181818
107,0.02693181818181818
108,0.02693181818181818
109,0.02693181818181818
110,0.02693181818181818
111,0.02693181818181818
112,0.02693181818181818
113,0.02693181818181818
114,0.02693181818181818
115,0.02693181818181818
116,0.02693181818181818
117,0.02693181818181818
118,0.02693181818181818
119,0.02693181818181818
120,0.02693181818181818
121,0.026354166666666668
122,0.026354166666666668
123,0.026354166666666668
124,0.026354166666666668
125,0.026354166666666668
126,0.026354166666666668
127,0.026354166666666668
128,0.026354166666666668
129,0.026354166666666668
130,0.026354166666666668
131,0.026354166666666668
132,0.026354166666666668
133,0.026354166666666668
134,0.026354166666666668
135,0.026354166666666668
136,0.026354166666666668
137,0.026354166666666668
138,0.026354166666666668
139,0.026354166666666668
140,0.026354166666666668
141,0.026354166666666668
142,0.026354166666666668
143,0.026354166666666668
144,0.025865384615384616
145,0.025865384615384616
146,0.025865384615384616
147,0.025865384615384616
148,0.025865384615384616
149,0.025865384615384616
150,0.025865384615384616
151,0.025865384615384616
152,0.025865384615384616
153,0.025865384615384616
154,0.025865384615384616
155,0.025865384615384616
156,0.025865384615384616
157,0.025865384615384616
158,0.025865384615384616
159,0.025865384615384616
