Cells Transmitted,Success Probability
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.002686868686868687
8,0.0032353775552774306
9,0.0036528033370138635
10,0.004
11,0.004
12,0.004
13,0.004
14,0.004
15,0.004
16,0.004
17,0.013500000000000003
18,0.013500000000000003
19,0.013500000000000003
20,0.013500000000000003
21,0.013500000000000003
22,0.013500000000000003
23,0.013500000000000003
24,0.013500000000000003
25,0.013500000000000003
26,0.013500000000000003
27,0.013500000000000003
28,0.013500000000000003
29,0.013500000000000003
30,0.013500000000000003
31,0.013500000000000003
32,0.013500000000000003
33,0.013500000000000003
34,0.12839999999999996
35,0.12839999999999996
36,0.12839999999999996
37,0.12839999999999996
38,0.12839999999999996
39,0.12839999999999996
40,0.12839999999999996
41,0.12839999999999996
42,0.12839999999999996
43,0.12839999999999996
44,0.12839999999999996
45,0.12839999999999996
46,0.12839999999999996
47,0.12839999999999996
48,0.12839999999999996
49,0.12839999999999996
50,0.12839999999999996
51,0.12839999999999996
52,0.12839999999999996
53,0.12839999999999996
54,0.12839999999999996
55,0.12839999999999996
56,0.12839999999999996
57,0.12839999999999996
58,0.12839999999999996
59,0.12839999999999996
60,0.12839999999999996
61,0.12839999999999996
62,1.0
63,1.0
64,1.0
65,1.0
66,1.0
67,1.0
68,1.0
69,1.0
70,1.0
71,1.0
72,1.0
73,1.0
74,1.0
75,1.0
76,1.0
77,1.0
78,1.0
79,1.0
